product_id,product_name,overall_rating,price,product_details,ratings,reviews,user_score,top_reviews,pos_3,neg_3,score,sentiment
5gof6l,"MILA BEAUTÉ Long Wear Matte Lipstick Waterproof & Smudge Proof Lipstick Combo Set of 2, (8.4g) (Shekh Hasina, Fired Up)",4.0,174.0,"Name : MILA BEAUTÉ Long Wear Matte Lipstick Waterproof & Smudge Proof Lipstick Combo Set of 2, (8.4g) (Shekh Hasina, Fired Up)|Product Name : MILA BEAUTÉ Long Wear Matte Lipstick Waterproof & Smudge Proof Lipstick Combo Set of 2, (8.4g) (Shekh Hasina, Fired Up)|Brand Name : MILA BEAUTE|Finish : Matte|Color : Maroon|Type : Crayon|Net Quantity (N) : 2|Enhance your look with our Rich Matte Longwear Lipstick, designed to complement Indian skin tones. Enjoy up to 8 hours of rich, pure matte colour that stays smooth and non-flaking. Enriched with Vitamin E, it nourished your lips, blurs fine lines, and remains bleed-proof. One swipe of this lipstick delivers vibrant, rich colour|||Country of Origin : India",2901.0,809.0,1.23477504179327,"it looks very good, the colour looks elegant, so beautiful I liked it very much :OK_hand: :rose: very nice and beautiful pics beautiful product thank you Meesho :red_heart: very nice lipstick...really thank you Meesho from ? :heart_exclamation: heart... it's good","['lipstick', 'product', 'face']","['color', 'pig', 'price']",-0.4221385876032022,0
kxw6x,"NattyU, Red/ MatteLiquid/ LipstickPack of 12",4.1,206.0,"Name : NattyU, Red/ MatteLiquid/ LipstickPack of 12|Product Name : NattyU, Red/ MatteLiquid/ LipstickPack of 12|Brand Name : NattyU|Finish : Matte|Color : Multicolor|Type : Liquid|Net Quantity (N) : 12|NattyU HB Lipsticks set of 12.|Transfer Proof and Long Lasting|Upto 12 Hours stay|Vibrant colors||Country of Origin : India",18625.0,6772.0,3.8972533159098055,"this is very good, his company is also good, I ordered it twice, both the times it is very good, thank you, you did very good to me and gave me this, it is very good, I applied it for three days and it did not come off, I forcibly took it off for four days, then this went to chota, thank you meesho, thank you, thank you Meesho ???? :heart_exclamation: ??? I am very happy it just fabulous.. water proof ..and long lasting lipstick ..i am so happy :smiling_face_with_smiling_eyes: very good product, order it quickly without thinking it is a very good product, excellent, I installed it yesterday and it has not been removed yet, thank you, I am very happy with the show ?? thank you meesho, I am proud of you wow amazing so cute lipstick and like it was shown to him also it is very nice and so beautiful and like this","['lipstick', 'color', 'product']","['brush', 'quant', 'ity']",2.8718985794219978,1
4oh414,Ronzille Matte Liquid Lipstick Non Transfer Plus Lip gloss Nude Edition Pack of 4,4.0,202.0,"Name : Ronzille Matte Liquid Lipstick Non Transfer Plus Lip gloss Nude Edition Pack of 4|Product Name : Ronzille Matte Liquid Lipstick Non Transfer Plus Lip gloss Nude Edition Pack of 4|Brand Name : RONZILLE|Finish : Matte|Color : Nude|Type : Crayon|Net Quantity (N) : 4|lipstick for women, lipstick combo, lipstick liquid waterproof, waterproof lipstick, lipstick set, liquid lipstick, matte lipstick, lip liner with lipstick, nude lipstick, korean lipstick, lipstick palette, nude lipstick matte combo, Ronzille nude lipstick, nude pink lipstick, liquid wala lipstick, mars lipstick matte, brown lipstick matte, mini lipstick kit, Ronzille liquid lipstick, nude shade lipstick, maroon lipstick, Ronzille lipstick, brown lipstick, lipstick lipstick; waterproof lipstick liquid, maroon color lipstick, ronzille lipstick, ronzille, ronzille liquid lipstick, ronzille mini lipstick, lipstick ronzille, ronzille lipstick set, ronzille mini liquid lipstick kit, ronzille blush, ronzille lipstick combo, ronzille lip and cheek tint, ronzille long lasting lipstick, ronzille mini liquid lipstick, ronzille matte lipstick, ronzille long lasting, ronzille nude lipstick, ronzille fantastic lip and cheek, ronzille lip tint, ronzille tint, ronzille pocket matte lipstick set, ronzille mini bullet lipstick set, ronzille lip cheek tint, ronzille lipstick matte, ronzille pocket matte lipstick. ronzille mat lipstick, ronzille long lasting waterproof lipstick||Country of Origin : India",6485.0,2662.0,1.0649050275735188,"lipstick so good and very long lasting, waterproof I am loving it? these are very lovely shades. these are very good lipsticks for office going girls. I always like ronzille lipsticks. nice packaging. nice lipstick. budget friendly thankyou so much Meesho nice red_heart :smiling_face: :?: quality? very lovely shades, shot on all skintoon like awesome, love love, lots of love for Meesho :red_heart: :sparkles:","['shade', 'lipstick', 'product']","['fragrance', 'water', 'packet']",-0.47236156272499014,0
6q16tj,"MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set B)",4.2,187.0,"Name : MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set B)|Product Name : MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set B)|Brand Name : MILA BEAUTE|Finish : Matte|Color : Multicolor|Type : Stick|Net Quantity (N) : 12|Formerly known as Milap Cosmetics, Ready to take your lip game to the next level? Meet the Mila Beauté Mini Pout Party – your ultimate lip companion. This adorable, portable set features 12 versatile shades that are perfect for on-the-go touch-ups. Whether you're heading to work, a party, or a weekend getaway, these mini matte lipsticks have got you covered. Enjoy long-lasting colour and a rich, velvety finish that stays put all day. With the Mini Pout Party, you can express yourself and experiment with different styles whenever you want. It's time to glam up anytime, anywhere with Mila Beauté!||Country of Origin : India",5659.0,2102.0,1.0984234055248192,"beautiful packaging.all the shades are very good.worth buying.loved. it. it is small in size but is very good. whether it is long lasting or not will be known only after using it. it is very beautiful, the smell is also very good, I liked it very much my niece loved it smiling_face_with_heart beaming_face_with_smiling_eyes :eyes: very very nice product thank you Meesho","['lipstick', 'color', 'product']","['size', 'delivery', 'scent']",-0.40651331590455914,0
1lfhq6,"Ronzille Fantastic Lip and cheek tint pack of 2 (04,06)",4.2,157.0,"Name : Ronzille Fantastic Lip and cheek tint pack of 2 (04,06)|Ronzille 5 in 1 Lipstick 5 Step Lipstick Shade C",43419.0,15830.0,2.7123702058608528,"I really like the packaging of it.what can I say about the product? this is very interesting shade no. 04 is dark chestnut :chestnut: bright maroon and shade no. 06 is blush red a beautiful red with hint of pink ... pigmented lip cheek tint. a must buy product without thinking twice :winking_face: just go for it :hundred_points: :thumbs_up: :check_mark_button: :folded_hands: awesome fantastic awesome fantastic it looks very good it looks pretty it is very good the quality is very good one week more good very good thank you for giving such a good product at such a low price omg so so pretty :cherry_blossom: love the packaging and tint and worth the price thank you color is good, very pigmented, it feels ok on lip not so moisturizing, use lip balm . blushed red is a natural good everyday shade, while dark chestnut is good for special occasions and for girls who like dark shades.","['quality', 'product', 'price']","['chemical', 'taste', 'blending']",1.7890975338689699,1
7rubi9,12 pcs lipstick combo of multi shades,4.2,170.0,Name : 12 pcs lipstick combo of multi shades|Product Name : 12 pcs lipstick combo of multi shades|Brand Name : Brown Blush|Finish : Matte|Color : Multicolor|Type : Liquid|Net Quantity (N) : 12|Add On : Lip Gloss||Country of Origin : India,4232.0,1751.0,0.8632232762591685,"according to res. the colour is very good and the quality is perfect thxxx Meesho for this beautiful matte lipstick it is good, the only thing is that the size is small but it is okay, thank you Meesho the product has come exactly as shown, the color is very lovely, it is also waterproof, I am so happy this product is very good and good","['quality', 'lipstick', 'product']","['material', 'lip', 'size']",-0.6758360628755132,0
5qy98v,Red&Mehron WaterProof Long Lasting Lipsticks,3.9,103.0,"Name : Red&Mehron WaterProof Long Lasting Lipsticks|Product Name : Red&Mehron WaterProof Long Lasting Lipsticks|Finish : Matte|Color : Maroon|Type : Liquid|Net Quantity (N) : 2|Add On : Lip Gloss|Herbal Planet Red lipstick embodies a rich, natural red hue made from botanical extracts, delivering a bold and environmentally-conscious beauty choice. Meanwhile, Mehron Lipstick boasts a waterproof formula, offering an array of shades that provide enduring, vibrant color for a flawless and long-lasting lip finish.||Country of Origin : India",2656.0,1040.0,0.544100827221284,"loved the shades... matte finish lipstick and great packaging but quantity is a little less according to me decent color...stain power is normal..decent quality and quantity for the price. they gave a number saying give a 5 star review for cash back and send a screenshot...it's fake skull :..: it is a very good product, I liked it very much, thank you Meesho smiling_face_with_heart smiling_face_with_heart eyes eyes amazing product thanku crossed_fingers :meesho..: it is my favorite. I have been using it for many years. it has never annoyed me and always sends good product and this time also he sent the best product. now they have even added coins to it and it also sends clothes in great quantity and along with the quality, it is my favorite and I have also suggested this to my friends that this app is very good and it provides good clothes so my friends also use you by the way all my family members use it :smiling_face_with_smiling_eyes: :kissing_face_with_closed_eyes: till now Meesho is my favorite. I have been using it for many years. it has never annoyed me and it always sends good product and this time also he sent the best product. you have sent a very good product, now you have even added coins to it","['quality', 'color', 'product']","['quantity', 'colour', 'face']",-1.0760656266203006,0
irca6,"Colors Queen Color Stay Long Lasting Matte Lipstick for Women (Rich Maroon, 2.1 g)",4.1,213.0,"Name : Colors Queen Color Stay Long Lasting Matte Lipstick for Women (Rich Maroon, 2.1 g)|Product Name : Colors Queen Color Stay Long Lasting Matte Lipstick for Women (Rich Maroon, 2.1 g)|Brand Name : Colors Queen|Finish : Matte|Color : Maroon|Type : Crayon|Net Quantity (N) : 1|Colors Queen is the one-stop beauty destination that gives you access to a comprehensive of Makeup. We bring a new range of Matte Lipstick which is Color Stay. This Lipstick is Non-transfer, Smudge proof and Long lasting. This matte lipstick is your go-anywhere-do-anything fantasy must-have product.||Country of Origin : China",10389.0,3621.0,1.636027676879788,very nyc color :smiling_face_with_smiling_eyes: matt finishing thanku Meesho team :thumbs_up: :check_mark_button: best product..? i'm so happy.. this is a very good product???? very nice colour. nice finishing I am so happy thank you Meesho for this product I love it it is of same color and it is long lasting,"['colour', 'color', 'product']","['smell', 'water', 'delivery']",0.2132618923701956,1
4bnvvm,"Colors Queen Color It All Lip Crayon Lipstick | Non Transfer Lip Crayon with Sharpener (Plum Pick, 3.5g)",4.0,175.0,"Name : Colors Queen Color It All Lip Crayon Lipstick | Non Transfer Lip Crayon with Sharpener (Plum Pick, 3.5g)|Product Name : Colors Queen Color It All Lip Crayon Lipstick | Non Transfer Lip Crayon with Sharpener (Plum Pick, 3.5g)|Brand Name : Colors Queen|Finish : Matte|Color : Pink|Type : Crayon|Net Quantity (N) : 1|Add On : Sharpener|Tint up your lips with the ultra matte weightless perfection. Colors Queen Color It All Lip Crayon is designed with 18 hr long lasting, matte finish, and great comfort. Get high pigmentation, feathery soft feel, and a smudge-proof finish all day long. A rich wear to fashion-up your everyday makeup.||Country of Origin : China",2998.0,1215.0,0.5139076248597727,"very good lipstick good very good product :OK_hand_light_skin_tone: it is very good .... thank you Meesho very good product,go for it good.. very good color as seen.","['shade', 'lipstick', 'product']","['quantity', 'ener', 'sharp']",-1.0719413668093776,0
445luw,Red & Maroon waterproof long lasting lipstick,3.8,105.0,Name : Red & Maroon waterproof long lasting lipstick|Product Name : Red & Maroon waterproof long lasting lipstick|Finish : Matte|Color : Maroon|Type : Liquid|Net Quantity (N) : 2||Country of Origin : India,5116.0,1680.0,1.300284460283752,very nice product I have received coupon code :smiling_face_with_smiling_eyes: after applying this lipstick :lipstick: the face was to much shine nice lipstick is small in size but good clr is good.. it is long lasting.. it has been like that all day long..im happy with these...nice...tysm Meesho I really liked this lipstick awesome product.....very nice...thank you messo,"['lipstick', 'product', 'price']","['mar', 'tone', 'face']",-0.3762769835821035,0
6qwakb,Ronzille Silky Matte Mini Liquid Lipsticks Set Of 10,4.3,279.0,Name : Ronzille Silky Matte Mini Liquid Lipsticks Set Of 10|Product Name : Ronzille Silky Matte Mini Liquid Lipsticks Set Of 10|Finish : Long Wearing & Transfer Resistant|Color : Multicolor|Type : Liquid|Net Quantity (N) : 15||Country of Origin : India,5812.0,2420.0,1.6296927212607568,"it is a mini lipstick but it is very good...i liked it a lot, it is right according to the price... :smiling_face_with_hearts: smiling_face_with_heart smiling_face_with_heart eyes smiling_face_with_heart eyes eyes awesome lipstick :grinning_face: long lasting stay with :grinning_face: waterproof it's amazing, even the shades I thought I wouldn't use turned out to be great! 10 10 would recommend! very beautiful lipstick :smiling_face_with_heart: lipstick eyes the colour is also very good thank you Meesho :thumbs_up: :OK_hand: size is small but quality is very nice...love this product :folded_hands:","['quality', 'lipstick', 'product']","['package', 'quantity', 'size']",0.23442668575477563,1
6kqsvu,"MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set A)",4.1,189.0,"Name : MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set A)|Product Name : MILA BEAUTE Minis Pout Party Lipstick, Long Lasting & Highly Pigmented, 12 Mini Pocket Fit Lipstick - Multicolor (Set A)|Brand Name : MILA BEAUTE|Finish : Matte|Color : Multicolor|Type : Stick|Net Quantity (N) : 12|Formerly known as Milap Cosmetics, Ready to take your lip game to the next level? Meet the Mila Beauté Mini Pout Party – your ultimate lip companion. This adorable, portable set features 12 versatile shades that are perfect for on-the-go touch-ups. Whether you're heading to work, a party, or a weekend getaway, these mini matte lipsticks have got you covered. Enjoy long-lasting colour and a rich, velvety finish that stays put all day. With the Mini Pout Party, you can express yourself and experiment with different styles whenever you want. It's time to glam up anytime, anywhere with Mila Beauté!||Country of Origin : India",3155.0,1086.0,0.8731622066212094,so here's an honest review of this product let me tell you first this is a mini lipstick if I say mini that's means like really mini it's 4 or 5 cm long as u can see in the pictures one row has all the shades of brown and the other row has all the shdes or red pink and maroon it may look like it has no pink shade but it does when I applied it looked so good it's has creamy texture and does not smudge away easily the shades are good but the thing it's mini but also the price is not that height you can buy it after this one finishes. overall I can say it's just mini but let's not judge it because it's smol you can go for it and have a try shades are really nice and i'm impressed it smells nice and I don't think its made of third class chemicals I hope it helps bye 3 got this milap mini lipsticks I got 12 colors in it. all colors are beautiful and amazing. it's very smooth to use. I can match this color with my lots of clothings. its fragrance is also very nice. I am loving this amazing product. it's cost effective and also awesome. packaging is also very nice. good quality and chocolate flavour. beautiful :red_heart: niceeeee product all color a very niceeee good packaging good quality product amazing go for it :smiling_face_with_open_hands: am in love with this shade's must buy this and the packaging is so so cute .i am damn sure that you are not wasting your money in this product thank you milap for launching this beautiful bullet lipstick :heart_exclamation:,"['quality', 'lipstick', 'product']","['stick', 'lip', 'face']",-0.7143768920080833,0
242gvp,RONZILLE Matte liquid lipstick Non Transfer plus Lip gloss Purple Edition Pack of 4,3.9,202.0,Name : RONZILLE Matte liquid lipstick Non Transfer plus Lip gloss Purple Edition Pack of 4|RONZILLE Matte liquid lipstick Non Transfer plus Lip gloss Purple Edition Pack of 4,12227.0,4120.0,1.7369399155993748,"nice product nice color and pigmentation lasts long and nice moisturized texture....gloss is a bit low quality but lip colors are nice it's worth a purchase.... it is very cute, you can take it. I thought it would not be that special but I really like you. it is much cuter than I had thought, but I had ordered some other colour, skin colour. I like it very much. I thank you. very nice long lasting and smudgproof and waterproof lipstick must try I did not expect it to be so amazing, guys you can order now, it is smudge proof, thank you for the delivery, messho and thank you to ronzille cosmetics shop for your amazing products awesome it is very good unexpected... lip gloss is nothing special.... it is long stay waterproof but the lipstick came out when oil was applied....","['lipstick', 'color', 'product']","['charge', 'os', 'size']",0.2494438416361715,1
