product_id,username,rating,review,date,helpful_count,review_translated
4obtb7,Meera More,3.0,Lipstick thik hai bt eyeliner 2 bhej diye hai .kajal bheja hi nhi ..dikhate kuch or bhejate kuch or hai..,13-Oct-24,2," Lipstick is fine but I have sent two eyeliners. I have not sent the kajal yet..I want to show you something else, I have sent something else.."
4obtb7,Mariya Sara,4.0,Super,26-Mar-25,0, Super
4obtb7,jayasri R,3.0,One product is missing otherwise lipstick color mostly common average I like that,07-Dec-24,0, One product is missing otherwise lipstick color mostly common average I like that
4obtb7,Meesho User,3.0,Kajal 2 dedi......😑eye liner ni Diya......baki lipstick ok ok hai size me choti hai.......🤏🏻 lekin colour me achi hai..🥲,30-Nov-24,0," gave you 2 Kajals....😑 I did not apply the eye liner... the rest of the lipstick is ok, it is small in size.....🤏🏻 but it is good in colour..🥲"
4obtb7,Sarvesh Awasthi,3.0,तीन काजल और h usme se ik toota huwa h or lipstick red wali bilkul sukhi h thoda thoda sabhi sukhi huyi h,30-Nov-24,0," There are three more kajals, one of them is broken and the red lipstick is completely dry, all of it is slightly dry"
4obtb7,Monalisha Samal,5.0,Accha hai one eyeliner and one kajal photo main hai linki real main thi 2 kajal,14-Oct-24,2," It's good, one eyeliner and one kajal is in the photo, in the real link there were 2 kajal"
4obtb7,Kanna reddy Reddy,5.0,Good packing!! Good products🩷 Jutz loved itt,25-Mar-25,0, Good packing!! Good products🩷 Jutz loved itt
4obtb7,Meesho User,3.0,Think ahe pn thodi fhikta ahe,25-Mar-25,0, I think it is a bit confusing
4obtb7,Meesho User,5.0,very good product bahut hi Achcha Aaya Hai,24-Mar-25,1, very good product it is very good
4obtb7,Meesho User,5.0,bahut hi Achcha product hai,24-Mar-25,0, It is very good product
4obtb7,Sneha Sunilrao Shende,5.0,Project ache hai lekin colity is bar thodi alg hi dikhi matlab ki dikhaya kuch or hy or projuct aane k bad 😞 man udas ho gya baki kajal or I linar bohot badhiya aaya hai..thoda lipstick sheads parfect nhi aaye hai waise thik thak hai..,28-Mar-25,0," The project is good but the quality this time looked a little different, meaning something else was shown and after the project arrived I was very happy, the rest of the kajal and I line have come out very good..a few lipstick shades are not perfect, otherwise everything is fine.."
4obtb7,Shaikh Arif,4.0,Lipstick colour is nice but kajal is ok ok,22-Mar-25,1, Lipstick color is nice but kajal is ok ok
4obtb7,Pushpa,4.0,Good product thanks mishoo,22-Mar-25,0, Good product thanks mishoo
4obtb7,Mamta Devi,3.0,I didn't get eye liner . Got 3 kajal .,24-Nov-24,1, I didn't get eye liner. Got 3 kohl.
4obtb7,Vandana,5.0,This product was very Good Thanks you meesho,12-Jun-24,1, This product was very Good Thanks you Meesho
4obtb7,Mohd Firoz Ali,3.0,Very nice thoda Kajal kharab hai,01-Jun-24,5," Very nice, the kajal is a bit bad"
4obtb7,Meesho User,5.0,bahut Achcha project hai nice Aisa project maine kabhi Nahin Dekha bahut hi Achcha hai bahut Sundar,27-Mar-25,0,"This is a very good project, nice. I have never seen a project like this. It is very good, very beautiful."
4obtb7,Khushi Sharma,5.0,"Unbelievable product I ever bought from any online shopping app, definitely you can purchase it..",26-Mar-25,0," Unbelievable product I ever bought from any online shopping app, definitely you can purchase it.."
4obtb7,Lata Rani,5.0,Bahut bahut badiya ❤️❤️mai bahut khush hu thanks meesho❣️❣️❣️❣️,02-Mar-25,20, Very very good ❤️❤️I am very happy thanks Meesho❣️❣️❣️❣️
4obtb7,Manu Gurjar,5.0,Bahut achha prodect hai❤️🤗💖💖💖 jaisa magwaya tha waisa hee aaya hai 🤗🤗🤗,23-Feb-25,6, It is a very good product❤️🤗💖💖💖 It has arrived just as it was expected 🤗🤗🤗
4obtb7,Payal Rathore,5.0,Jesa dikhaya hai bilkul vesa hi aaya hai mujhe bhot acha lga he 👍,03-Feb-25,3," It has come exactly as shown, I liked it very much 👍"
4obtb7,Chandani Sharma,5.0,That's very nice product in very beautiful colours 😘😘🥰,18-Dec-24,0, That's very nice product in very beautiful colors 😊😊😊
4obtb7,Meesho User,5.0,product Achcha Aaya Hai Magar Kajal different Aaya Hai,17-Dec-24,0, The product is good but the kajal is different
4obtb7,khushi Parween,5.0,Thank you meesho jisa dekaya gaya h sem wisa hi aaya hai 🥰👌,13-Dec-24,0," Thank you Meesho, it has come exactly as it was shown 🥰👌"
4obtb7,Raziya sulthana Raziya sulthana,3.0,2 colours same hai....liner ke badle kajal bheje hai vo b low quality...,03-Dec-24,0, 2 colours are same....kajal was sent instead of liner and that too is of low quality...
4obtb7,Meesho User,5.0,I love this colour thanks meesho best product 👍👍 well done,30-Nov-24,0, I love this color thanks meesho best product 👍👍 well done
4obtb7,Prerana Pagare,5.0,Lipstick 💄 so beautiful but iliner nahi aaya uski jagh kajal aaya😞,24-Oct-24,0, Lipstick 💄 so beautiful but eyeliner doesn't come where kajal comes😞
4obtb7,Arshi Shah,5.0,Liner ki jagah do kajal de diye or lipstick bhi thik nhi h,22-Oct-24,1, give me kajal instead of liner and lipstick is also not ok
4obtb7,Meesho User,3.0,Tik he lekin mere is me lainr ka sep nihi aaya dono hi kajl he yar 😔,21-Oct-24,0,"It is okay but I didn't get the feel of the liner in it, both are kajal friend 😔"
4obtb7,Meesho User,3.0,Ek kajl Ani ek eyeliner hot pan doni kajl ahe and product smaller ahe,18-Oct-24,0, One kajal Ani ek eyeliner hot pan doni kajal ahe and product smaller ahe
4obtb7,Rakhi Rajput,3.0,Quality khraab h jo dikhta hai vo nhi bhejaa inhone,15-Oct-24,0," The quality is bad, they did not send what is visible"
4obtb7,Aakash Rawat,3.0,Lipstick to thik h magar eyeliner nhi diya do kajal de diya h 😒😒,02-Oct-24,1," Lipstick is fine but I didn't give you the eyeliner, I gave you kajal 😒😒"
4obtb7,Durgesh Dhakad,5.0,"Good product and liquid he quality bhi achchi he or ,...,🥰",02-Oct-24,2," Good product and liquid, the quality is also good or...,"
4obtb7,Kajal Sharma,5.0,Product is very good..But the kajal is broken. It's ok thanks meesho,21-Sep-24,2, Product is very good..But the kajal is broken. It's ok thanks meesho
4obtb7,lucky lucky,4.0,Nice ❤️😍,25-Dec-24,1, Nice ❤️😍
4obtb7,Meesho User,5.0,Very good lip colours nd eye liner or kajal. Same as shown in the picture thanks,27-Mar-25,0, Very good lip colors and eye liner or kajal. Same as shown in the picture thanks
4obtb7,Meesho User,5.0,I love this product but little late little hurt finally I love this tq meesho,27-Mar-25,0, I love this product but little late little hurt finally I love this tq meesho
4obtb7,Meesho User,4.0,Wow😍,28-Feb-24,4, Wow😍
4obtb7,Meesho User,4.0,Nice shade 👍Or bhut achi h sari lipstick light h bhut or kajal or lyner bhi bhur ache h,05-Apr-25,0, Nice shade 👍 And it is very good All the lipstick is very light And the kajal and liner are also very good
4obtb7,Meesho User,4.0,Good 👍 app sabhi le sakte lo...,14-Mar-25,0, Good 👍 app everyone can take it...
4obtb7,Sumaiya Aslam,5.0,Best quality product Aur water proof b hy,20-Dec-24,0, Best quality product and water proof b hy
4obtb7,Meesho User,5.0,Very small lipistick but gud nice 👍,13-Dec-24,0, Very small lipstick but gud nice 👍
4obtb7,jyoti Pathak,5.0,Bahut Achcha product Hai thank you miss you,12-Oct-24,1, It is a very good product thank you miss you
4obtb7,Rajani Tambe,5.0,Very nice produced super,12-Jun-24,2, Very nice produced super
4obtb7,Meesho User,4.0,Nice product but eyeliner is different,27-Feb-25,1, Nice product but eyeliner is different
4obtb7,Jainarayan Maurya,4.0,इसमें काजल मिसिंग है बल्कि दो आई लाइनर दे दिया गया है,02-Oct-24,0,Kajal is missing in this instead two eye liners have been given
4obtb7,Piyu Prajapati,4.0,good,13-Oct-23,14, good
4obtb7,Sudipta Biswas,4.0,😉,09-Oct-23,16,
4obtb7,Sabnam Parveen,5.0,Accha hai 👍🏻 so beautiful and lovely 😍 thnks meesu 😍,24-Mar-25,0, Achcha hai 👍🏻 so beautiful and lovely 🙏 thanks meesu 🙏
4obtb7,Rekha Gupta,5.0,"Hy acha pr bhut chota hy sb , koi ni chalga",23-Mar-25,1," Why don't you think that everything hurts you, no one will move"
4obtb7,Sonu Malwiya,5.0,Bahut badiya prodect mila he Hume misso se,21-Mar-25,0, We got a very good product from Misso
4obtb7,Meena,5.0,Thank you meesho vry nice product,21-Mar-25,0, Thank you Meesho vry nice product
4obtb7,Meesho User,5.0,Very nice and excellent,20-Mar-25,0, Very nice and excellent
4obtb7,Meesho User,5.0,Bahut hi acha hai mujhe pasand aaya,20-Mar-25,0, it's very good i liked it
4obtb7,Meesho User,5.0,Very nice👍 so beautiful colours 🥰,19-Mar-25,0, Very nice👍 so beautiful colors 🤗
4obtb7,Lakshita Shukla,5.0,Very nice 👍🏻 thankyou meesho,19-Mar-25,0, Very nice 👍🏻 thankyou meesho
4obtb7,Ashish Kumar,5.0,Very nice product so happy 😊,19-Mar-25,0, Very nice product so happy 😊
4obtb7,Meesho User,5.0,This product is very good and beautiful,18-Mar-25,1, This product is very good and beautiful
4obtb7,Sanjay Kumar,3.0,Jesa colour dikhaya tha wesa colour nahi hai,18-Mar-25,0, The colour is not as it was shown
4obtb7,Meesho User,5.0,Very best colour and packing too good thank you meesho,02-Apr-25,0, Very best color and packing too good thank you meesho
4obtb7,Ruby Patwa,5.0,Bahut hi acha product hai mujhe bahut pasand aaya ha 🥰🥰,27-Mar-25,0," It is a very good product, I liked it very much 🥰🥰"
4obtb7,Janani,5.0,Product quality is good 🤩... Colours is perfect ✌️... with waterproof 💪💖 thank you ✨,26-Mar-25,0, Product quality is good ➡️... Colors is perfect ✌️... with waterproof motiv💖 thank you 💖
4obtb7,Meesho User,4.0,Ak lipstick sukha hua h baki sab thik h,10-Jan-25,3," Now the lipstick has dried up, everything else is fine"
4obtb7,Meesho User,4.0,Nice product but missing eyeliner,09-Jan-25,2, Nice product but missing eyeliner
4obtb7,Meesho User,4.0,Nice colour and product 🤗😊,05-Jan-25,0, Nice color and product 🤗😊
4obtb7,Kajal Manni,4.0,Eyeliner nahin diya so bad,08-Dec-24,0, didn't give you eyeliner so bad
4obtb7,Priyanka Prajapati,4.0,This product is good according to price.,20-Oct-24,0, This product is good according to price.
4obtb7,Bhoomesh Police,4.0,Very nice and beautiful I like it 😍,19-Oct-24,0, Very nice and beautiful I like it 😊
4obtb7,Arti Singh,4.0,Acha hai but ak item missing h 😔,16-Oct-24,3, I hope but an item is missing 😔
4obtb7,Meesho User,4.0,Isme eyeliner missing hai,13-Oct-24,0, the eyeliner is missing in this
4obtb7,G malliga,4.0,Iam recive two kajal Eyeliner not receive,13-Oct-24,0, Iam recive two kajal Eyeliner not receive
4obtb7,Meesho User,4.0,Saman ekadam achcha hi aaye Hain,11-Oct-24,0, The goods have come in good condition
4obtb7,SBinkiya,4.0,Acha hai but lainar ni aaya 2kajal aaya h,09-Oct-24,0, it's good but the liner hasn't come 2 kajal has come
4obtb7,Meesho User,4.0,Nice bt kajal nhi ayea hai dono eye liner hai,08-Oct-24,0," Nice but the kajal hasn't arrived yet, both are eyeliners"
4obtb7,Durga Joshle,4.0,Isme eyeliner nahi hai ek product nahi hai,07-Oct-24,0," There is no eyeliner in it, it is not a product"
4obtb7,Alka Karan,4.0,Acha h long lasting h waterproof h,05-Jun-24,1, Acha h long lasting h waterproof h
4obtb7,Sapna Sharma,4.0,Bahut hi achha aaya h thank you meesho,03-Jun-24,1, it was very good thank you meesho
4obtb7,Dipti Pradhan,4.0,Small size but product is better,01-Apr-24,3, Small size but product is better
4obtb7,Shabana Shah,4.0,Lipstick bahut choti h but colour achha h,20-Nov-23,4, The lipstick is very small but the colour is nice
4obtb7,Meesho User,4.0,Good product but not good colours of lipsticks are,11-Apr-25,0, Good product but not good colors of lipsticks are
4obtb7,Ch.anju Anjali,4.0,Nice product tq meesho 🥰,22-Mar-25,0, Nice product tq meesho 🥰
4obtb7,shiv Kumar,4.0,Good,20-Mar-25,0, Good
4obtb7,Preet Sharma,2.0,वाटरप्रुफ bta k lockal prodect diya h lipstick lgaya pani piya tb hi utar giya kajal or eye liner ko use kiye aade घंटे बाद मुंह दिए पूरी की पूरी काजल फेल giye saste k chakkar me hum hi lut giye or kajal to change h please misso ase nhi kro jo btao whi diya kijiye lockal nhi do ble pese jyada lelo,22-Mar-25,0," told you that it is a waterproof lockal product, I applied lipstick, drank water and then it came off, I used the kajal and eye liner, after an hour I put my face and the entire kajal fell off, I got lured by the bait and I have to change the kajal, please miss me, don't do it like this, do whatever you tell me, don't give me the lockal, take more money"
4obtb7,Meesho User,5.0,Khub e valo... lipstick ar colour o khub sundor ar misty....jamon dakha chilam full same but lipstick ar size choto🙄 but tao product ta khub e valo.... thankyou meesho 💫😊,18-Mar-25,0, Khub e valo... lipstick ar color o khub sundor ar misty....jamon dakha chilam full same but lipstick ar size choto🙄 but tao product ta khub e valo.... thankyou meesho 💫😊
4obtb7,Meesho User,5.0,Lipstick sooooooo good thank u meesho,27-Feb-25,1, Lipstick sooooooo good thank u meesho
4obtb7,Mohanraj,5.0,Very nice product 🎊🤩 thanks meesho 🤝,25-Feb-25,3, Very nice product 🎊➡️ thanks meesho 🤝
4obtb7,Meesho User,4.0,Good,13-Mar-25,0, Good
4obtb7,SUBHASMITA BEHERA,5.0,Paisa ki hisab se bahut acha hai I Love it 👍🏻,20-Feb-25,2," It is much better than the money, I love it 👍🏻"
4obtb7,jitendra Tanti,5.0,Very nice🥰Thank you meesho,08-Feb-25,0, very nice🥰Thank you meesho
4obtb7,Anshu Paswan,5.0,Mast hai is baar achha aayatq meesho,07-Feb-25,0, it's awesome this time it's good meesho
4obtb7,Meesho User,2.0,Quality achi nhi h kacchi h lipstick pakki chahiye tha,03-Apr-25,0," The quality is not good, it is raw, I should have cooked lipstick"
4obtb7,Khushboo Singh rajput,5.0,Bahut sundar h manhwa sakte ho,21-Jan-25,0," it is very beautiful, you can do it"
4obtb7,Aslam Inamdar,5.0,This product is very very good,18-Dec-24,1, This product is very very good
4obtb7,Simmi,5.0,Price according bahut achha laga,24-Nov-24,0, It felt very good according to the price
