product_id,rating,date,helpful_count,review
4obtb7,5.0,2024-10-15,1,"very thumbs_down :bad: this is what I showed you, what has come is wrong, because of 4 lipsticks 2 lipsticks and eyeliner pencils 2 kajal Meesho is wrong, proud arriving :cross_mark:"
4obtb7,3.0,2024-10-13,2,"lipstick is fine but I have sent two eyeliners. I have not sent the kajal yet..i want to show you something else, I have sent something else.."
4obtb7,4.0,2025-03-26,0,super
4obtb7,3.0,2024-12-07,0,one product is missing otherwise lipstick color mostly common average I like that
4obtb7,3.0,2024-11-30,0,"gave you 2 kajals.... :expressionless_face: I did not apply the eye liner... the rest of the lipstick is ok, it is small in size..... :pinching_hand_light_skin_tone: but it is good in colour.. :smiling_face_with_tear:"
4obtb7,3.0,2024-11-30,0,"there are three more kajals, one of them is broken and the red lipstick is completely dry, all of it is slightly dry"
4obtb7,5.0,2024-10-14,2,"it's good, one eyeliner and one kajal is in the photo, in the real link there were 2 kajal"
4obtb7,5.0,2025-03-25,0,good packing!! good products :pink_heart: jutz loved itt
4obtb7,3.0,2025-03-25,0,I think it is a bit confusing
4obtb7,5.0,2025-03-24,1,very good product it is very good
4obtb7,5.0,2025-03-24,0,it is very good product
4obtb7,5.0,2025-03-28,0,"the project is good but the quality this time looked a little different, meaning something else was shown and after the project arrived I was very happy, the rest of the kajal and I line have come out very good..a few lipstick shades are not perfect, otherwise everything is fine.."
4obtb7,4.0,2025-03-22,1,lipstick color is nice but kajal is ok ok
4obtb7,4.0,2025-03-22,0,good product thanks Meesho
4obtb7,3.0,2024-11-24,1,I didn't get eye liner. got 3 kohl.
4obtb7,5.0,2024-06-12,1,this product was very good thanks you Meesho
4obtb7,3.0,2024-06-01,5,"very nice, the kajal is a bit bad"
4obtb7,5.0,2025-03-27,0,"this is a very good project, nice. I have never seen a project like this. it is very good, very beautiful."
4obtb7,5.0,2025-03-26,0,"unbelievable product I ever bought from any online shopping app, definitely you can purchase it.."
4obtb7,5.0,2025-03-02,20,very very good :red_heart: I am very happy thanks Meesho :heart_exclamation:
4obtb7,5.0,2025-02-23,6,it is a very good red_heart :smiling_face_with_open_hands: :sparkling_heart: :product: it has arrived just as it was expected :smiling_face_with_open_hands:
4obtb7,5.0,2025-02-03,3,"it has come exactly as shown, I liked it very much :thumbs_up:"
4obtb7,5.0,2024-12-18,0,that's very nice product in very beautiful colors :smiling_face_with_smiling_eyes:
4obtb7,5.0,2024-12-17,0,the product is good but the kajal is different
4obtb7,5.0,2024-12-13,0,"thank you meesho, it has come exactly as it was shown :smiling_face_with_hearts: :OK_hand:"
4obtb7,3.0,2024-12-03,0,2 colours are same....kajal was sent instead of liner and that too is of low quality...
4obtb7,5.0,2024-11-30,0,I love this color thanks Meesho best product :thumbs_up: well done
4obtb7,5.0,2024-10-24,0,lipstick :lipstick: so beautiful but eyeliner doesn't come where kajal disappointed_face :comes:
4obtb7,5.0,2024-10-22,1,give me kajal instead of liner and lipstick is also not ok
4obtb7,3.0,2024-10-21,0,"it is okay but I didn't get the feel of the liner in it, both are kajal friend :pensive_face:"
4obtb7,3.0,2024-10-18,0,one kajal ani ek eyeliner hot pan doni kajal ahe and product smaller ahe
4obtb7,3.0,2024-10-15,0,"the quality is bad, they did not send what is visible"
4obtb7,3.0,2024-10-02,1,"lipstick is fine but I didn't give you the eyeliner, I gave you kajal :unamused_face:"
4obtb7,5.0,2024-10-02,2,"good product and liquid, the quality is also good or...,"
4obtb7,5.0,2024-09-21,2,product is very good..but the kajal is broken. it's ok thanks Meesho
4obtb7,4.0,2024-12-25,1,nice :red_heart: smiling_face_with_heart eyes
4obtb7,5.0,2025-03-27,0,very good lip colors and eye liner or kajal. same as shown in the picture thanks
4obtb7,5.0,2025-03-27,0,I love this product but little late little hurt finally I love this tq Meesho
4obtb7,4.0,2024-02-28,4,smiling_face_with_heart wow eyes
4obtb7,4.0,2025-04-05,0,nice shade :thumbs_up: and it is very good all the lipstick is very light and the kajal and liner are also very good
4obtb7,4.0,2025-03-14,0,good :thumbs_up: app everyone can take it...
4obtb7,5.0,2024-12-20,0,best quality product and water proof b hy
4obtb7,5.0,2024-12-13,0,very small lipstick but gud nice :thumbs_up:
4obtb7,5.0,2024-10-12,1,it is a very good product thank you miss you
4obtb7,5.0,2024-06-12,2,very nice produced super
4obtb7,4.0,2025-02-27,1,nice product but eyeliner is different
4obtb7,4.0,2024-10-02,0,kajal is missing in this instead two eye liners have been given
4obtb7,4.0,2023-10-13,14,good
4obtb7,5.0,2025-03-24,0,achcha hai :thumbs_up_light_skin_tone: so beautiful and lovely :folded_hands: thanks Meesho :folded_hands:
4obtb7,5.0,2025-03-23,1,"why don't you think that everything hurts you, no one will move"
4obtb7,5.0,2025-03-21,0,we got a very good product from misso
4obtb7,5.0,2025-03-21,0,thank you Meesho vry nice product
4obtb7,5.0,2025-03-20,0,very nice and excellent
4obtb7,5.0,2025-03-20,0,it's very good I liked it
4obtb7,5.0,2025-03-19,0,very nice :thumbs_up: so beautiful colors :smiling_face_with_open_hands:
4obtb7,5.0,2025-03-19,0,very nice :thumbs_up_light_skin_tone: thankyou Meesho
4obtb7,5.0,2025-03-19,0,very nice product so happy :smiling_face_with_smiling_eyes:
4obtb7,5.0,2025-03-18,1,this product is very good and beautiful
4obtb7,3.0,2025-03-18,0,the colour is not as it was shown
4obtb7,5.0,2025-04-02,0,very best color and packing too good thank you Meesho
4obtb7,5.0,2025-03-27,0,"it is a very good product, I liked it very much :smiling_face_with_hearts:"
4obtb7,5.0,2025-03-26,0,product quality is good :right_arrow: ... colors is perfect :victory_hand: ... with waterproof sparkling_heart :motiv: thank you :sparkling_heart:
4obtb7,4.0,2025-01-10,3,"now the lipstick has dried up, everything else is fine"
4obtb7,4.0,2025-01-09,2,nice product but missing eyeliner
4obtb7,4.0,2025-01-05,0,nice color and product :smiling_face_with_smiling_eyes: :smiling_face_with_open_hands:
4obtb7,4.0,2024-12-08,0,didn't give you eyeliner so bad
4obtb7,4.0,2024-10-20,0,this product is good according to price.
4obtb7,4.0,2024-10-19,0,very nice and beautiful I like it :smiling_face_with_smiling_eyes:
4obtb7,4.0,2024-10-16,3,I hope but an item is missing :pensive_face:
4obtb7,4.0,2024-10-13,0,the eyeliner is missing in this
4obtb7,4.0,2024-10-13,0,iam recive two kajal eyeliner not receive
4obtb7,4.0,2024-10-11,0,the goods have come in good condition
4obtb7,4.0,2024-10-09,0,it's good but the liner hasn't come 2 kajal has come
4obtb7,4.0,2024-10-08,0,"nice but the kajal hasn't arrived yet, both are eyeliners"
4obtb7,4.0,2024-10-07,0,"there is no eyeliner in it, it is not a product"
4obtb7,4.0,2024-06-05,1,acha h long lasting h waterproof h
4obtb7,4.0,2024-06-03,1,it was very good thank you Meesho
4obtb7,4.0,2024-04-01,3,small size but product is better
4obtb7,4.0,2023-11-20,4,the lipstick is very small but the colour is nice
4obtb7,4.0,2025-04-11,0,good product but not good colors of lipsticks are
4obtb7,4.0,2025-03-22,0,nice product tq Meesho :smiling_face_with_hearts:
4obtb7,4.0,2025-03-20,0,good
4obtb7,2.0,2025-03-22,0,"told you that it is a waterproof lockal product, I applied lipstick, drank water and then it came off, I used the kajal and eye liner, after an hour I put my face and the entire kajal fell off, I got lured by the bait and I have to change the kajal, please miss me, don't do it like this, do whatever you tell me, don't give me the lockal, take more money"
4obtb7,5.0,2025-03-18,0,khub e valo... lipstick ar color o khub sundor ar misty....jamon dakha chilam full same but lipstick ar size choto :face_with_rolling_eyes: but tao product ta khub e valo.... thankyou Meesho :smiling_face_with_smiling_eyes: :dizzy:
4obtb7,5.0,2025-02-27,1,lipstick sooooooo good thank u Meesho
4obtb7,5.0,2025-02-25,3,very nice product :confetti_ball: :right_arrow: thanks Meesho :handshake:
4obtb7,4.0,2025-03-13,0,good
4obtb7,5.0,2025-02-20,2,"it is much better than the money, I love it :thumbs_up_light_skin_tone:"
4obtb7,5.0,2025-02-08,0,very smiling_face_with_hearts :nice: thank you Meesho
4obtb7,5.0,2025-02-07,0,it's awesome this time it's good Meesho
4obtb7,2.0,2025-04-03,0,"the quality is not good, it is raw, I should have cooked lipstick"
4obtb7,5.0,2025-01-21,0,"it is very beautiful, you can do it"
4obtb7,5.0,2024-12-18,1,this product is very very good
4obtb7,5.0,2024-11-24,0,it felt very good according to the price
4obtb7,5.0,2024-10-24,0,ok u can take it :hand_with_index_finger_and_thumb_crossed: but so small I fell ok
4obtb7,5.0,2024-10-23,0,it is very good very good :smiling_face_with_smiling_eyes: :thumbs_up: thank you Meesho
4obtb7,5.0,2024-10-17,0,you have received a wrong product and
4obtb7,5.0,2024-10-17,0,bhaut sunder the best quality
4obtb7,5.0,2024-10-10,0,very nice thank you Meesho
4obtb7,3.0,2024-10-09,0,not bad but kajal is missing
4obtb7,3.0,2024-10-05,0,I did not find even one missig in this
4obtb7,3.0,2024-10-04,0,size too small and color is good
4obtb7,5.0,2024-10-01,0,it is right to sell it for money but the kajal did not come :face_with_steam_from_nose:
4obtb7,5.0,2024-06-09,1,the product is in very good condition.
4obtb7,5.0,2024-05-28,1,very nice product I am happy
4obtb7,5.0,2024-04-02,0,very good product :smiling_face_with_smiling_eyes: thanks you Meesho :smiling_face_with_smiling_eyes:
4obtb7,5.0,2025-03-26,0,the product was so smiling_face_with_heart nice eyes
4obtb7,5.0,2025-03-23,0,so good item super long wear and easy guide matte lip glow non transfer and waterproof
4obtb7,5.0,2025-03-27,0,very good
4obtb7,4.0,2024-12-19,0,thank you Meesho
4obtb7,4.0,2024-10-23,0,so cute
4obtb7,4.0,2024-10-22,0,good
4obtb7,4.0,2024-10-21,0,nice :thumbs_up_light_skin_tone: lipstick kajal
4obtb7,4.0,2024-10-14,0,it's ok but I got two lipsticks of the same color and two kajals and an eye liner too. I only got 2 kajals but I still kept them.
4obtb7,4.0,2024-10-11,0,:thumbs_up: very good product :thumbs_up:
4obtb7,4.0,2024-04-19,1,:thumbs_up: :slightly_smiling_face: it is very good
4obtb7,4.0,2023-11-18,2,good product :OK_hand:
4obtb7,4.0,2023-11-08,3,nice product :smiling_face:
4obtb7,4.0,2023-10-27,1,good :thumbs_up:
4obtb7,4.0,2023-10-07,5,very good but too small
4obtb7,4.0,2023-10-06,122,good
4obtb7,5.0,2025-03-15,0,"it is a very good product, the lipstick is very good, it is beautiful, whoever is a man is very good :smiling_face_with_hearts: , the kajal and the eyeliner are also very good"
4obtb7,2.0,2024-10-11,0,"I have written eyeliner, both are alike, I can't tell whether it is eyeliner or kajal, both lipsticks of the same shade, it is not good at all and the quality is not good"
4obtb7,5.0,2025-03-26,0,nice product thank you meesho.
4obtb7,5.0,2025-04-05,0,nice it's very good
4obtb7,5.0,2025-04-03,0,"you can also buy it, it is a good product"
4obtb7,5.0,2025-03-29,0,nice shade thanks messhoo
4obtb7,5.0,2025-03-29,0,super product Meesho thank you
4obtb7,5.0,2025-03-28,0,very good product :thumbs_up: quality is very nice :thumbs_up:
4obtb7,5.0,2025-03-27,0,"it's very cool, you can also order red_heart :it:"
4obtb7,5.0,2025-03-27,0,wow amazing product Meesho :smiling_face_with_smiling_eyes: :victory_hand:
4obtb7,5.0,2025-03-27,0,nice lipstick best color Meesho user
4obtb7,5.0,2025-03-27,0,nice good. very good I lv it....
4obtb7,5.0,2025-03-26,0,this product is very good :smiling_face_with_smiling_eyes: :thumbs_up:
4obtb7,5.0,2025-03-26,0,very good quality supeeeeeeer
4obtb7,5.0,2025-03-26,0,I liked the product very much
4obtb7,5.0,2025-03-26,0,nice product thank you Meesho
4obtb7,5.0,2025-03-23,0,it is a very good product and is waterproof
4obtb7,5.0,2025-03-22,0,thanks for sending it on time and the colour is good...
4obtb7,5.0,2025-03-22,0,everything is very good but the kajal is a little torn but the rest everything is bad
4obtb7,5.0,2025-03-21,0,it is a very good product and the eye liner is also of best quality
4obtb7,5.0,2025-03-20,0,shade are beautiful color are easily apply long lasting shade
4obtb7,5.0,2025-03-20,0,it is very good it is very nice it is very very good
4obtb7,3.0,2025-03-19,0,the shade was really nice and the eye liner was very smooth
4obtb7,5.0,2025-03-18,0,"I am so happy, it has come very well, all friends, you can ask for apps too :smiling_face_with_smiling_eyes: love love you_gesture love you_gesture red_heart :you_gesture:"
4obtb7,5.0,2025-03-17,1,very nice product.....i m very happy with this product
4obtb7,3.0,2024-12-22,0,"the product is good, everything is same as shown but the lipstick liquid is missing and one bottle is empty....i request the Meesho people to check the product properly before sending it."
4obtb7,3.0,2025-01-29,0,product is red_heart :good: lipstick is very very lovely and eyeliner is ok but not receive sirf :smiling_face_with_tear: fine lipstick and eyeliner but not receive to kajal :enraged_face: :folded_hands_light_skin_tone:
4obtb7,5.0,2024-10-22,0,"it is so good that there is no need to tell it, it is very good, I just want to say that you should try it once, it is a very cute lion"
4obtb7,3.0,2024-10-15,0,"there was one liner and one kajal, sent both the kajals, I said the lipstick is very good, whatever payment you take, return that much also"
4obtb7,5.0,2024-10-09,0,I very happy because this product is very good and best quality of this but I can give 4 star because this product does not have kajal
4obtb7,5.0,2025-02-17,1,wow bohut mast product hai tysm Meesho all lipstick shades are superb nd with one kajal nd one eyeliner
4obtb7,3.0,2024-11-26,0,2 lipsticks was empty :eye: thumbs_down line was completely broken 1 and 1 was empty..not satisfied with the products :unamused_face:
4obtb7,3.0,2024-11-21,0,"it's very small. it is much smaller than it is shown. if you use it, it will be finished in two days. 1 product missing, very bad :enraged_face:"
4obtb7,3.0,2024-10-13,0,"there is no eye liner in it, both the kajals are also present and they are not liquid either, the quantity is equal to zero"
4obtb7,3.0,2024-10-01,0,"the size of the lipstick is very small, the color I ordered did not arrive, and the kajal also did not arrive, the eyeliner is not waterproof"
4obtb7,3.0,2024-09-24,0,"kajal is fine, all lipstick sukha hain eyeliner brush are bent from the front .it's ok I am managing .thanks Meesho"
4obtb7,5.0,2024-01-06,2,I had ordered this earlier but it did not arrive?? the second time I ordered it again it was delivered
4obtb7,4.0,2025-04-14,0,"the lipstick is very small, nut its good"
4obtb7,4.0,2025-04-13,0,it is very good it is very good
4obtb7,4.0,2025-04-12,0,nice product thank you Meesho :folded_hands_light_skin_tone:
4obtb7,4.0,2025-04-11,0,excellent product according to price
4obtb7,4.0,2025-04-08,0,delivery was late but the product is good thank you
4obtb7,4.0,2025-04-06,0,"very good product, thank you meesho."
4obtb7,4.0,2025-04-06,0,it is very good you can take it
4obtb7,4.0,2025-04-05,0,"it is a very good product, you can buy it too"
4obtb7,4.0,2025-03-29,0,achcha
4obtb7,4.0,2025-03-28,0,1 product different
4obtb7,4.0,2025-03-27,0,good
4obtb7,4.0,2025-03-27,0,good :thumbs_up:
4obtb7,4.0,2025-03-27,0,nice product
4obtb7,4.0,2025-03-27,0,good :smiling_face_with_smiling_eyes:
4obtb7,4.0,2025-03-26,0,the project is good :thumbs_up:
4obtb7,4.0,2025-03-26,0,very nice :thumbs_up:
4obtb7,4.0,2025-03-26,0,nice product
4obtb7,5.0,2025-02-07,0,"all the lipsticks are good and the colours are also good, the kajal and liner are also good, thanks Meesho :growing_heart:"
4obtb7,5.0,2024-12-09,0,I really like this product thank you so much meesho.same to same product I really like so much.
4obtb7,3.0,2024-10-20,0,"kajal 2 have arrived but the liner has not arrived, it has not come like it showed in the photo"
4obtb7,3.0,2024-10-18,0,there are four lipsticks but they have given kajal instead of liner so it is good
4obtb7,3.0,2024-10-10,0,nice but the liner did not come but 2 kajal came but I wanted a liner or red color so better lipstick
4obtb7,3.0,2024-10-07,0,"the finishing is not good and the kajal is also totally washed out, the quality of lipstick is not good"
4obtb7,5.0,2024-10-01,0,"very nice product,thanks meesho,my frist order,i am soo happy,once again thanks"
4obtb7,5.0,2024-06-11,0,very nice and affordable price product very nice product Meesho keep it up
4obtb7,3.0,2023-11-01,1,kajal is damaged but product is most likely but lipstick color is not same
4obtb7,3.0,2023-10-12,2,product quality is not too good becoz lipsticks are easily remove nd not long staying
4obtb7,5.0,2025-03-07,0,very nice product :thumbs_up: I am so happy :relieved_face: and very fast delivery :growing_heart: :delivery_truck: good meesho..
4obtb7,5.0,2025-03-06,0,it is a very good smiling_face_with_hearts :face_blowing_a_kiss: :product......: it is better than the smiling_face_with_hearts :smiling_face_with_open_hands: :coach......: thank you smiling_face_with_smiling_eyes :smiling_face: :meesho.........: :smiling_face_with_open_hands:
4obtb7,3.0,2025-03-06,0,I expected pencil eye liner but received to liquid eyeliner.
4obtb7,2.0,2024-10-21,0,what you see is not different and the liner is broken and it won't work even tomorrow
4obtb7,5.0,2025-03-02,0,product is amazing its worth of money thanks Meesho
4obtb7,5.0,2025-02-20,0,"it is a very good product, I liked it, it is so beautiful smiling_face_with_heart smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes red_heart :eyes:"
4obtb7,2.0,2024-10-05,0,the product has been used... you gave it in the same colour and it was old too..? and you gave the same kajal..? very bad :downcast_face_with_sweat: I am not happy please... exchange my product.. :broken_heart: I exchanged it but still sent the old model... I am not happy... very bad produced
4obtb7,3.0,2024-12-24,0,"lipsticks is very nice......... eye liner also good,.... kajal pencil is...., normal"
4obtb7,3.0,2024-12-06,0,"the eyeliner is missing, it is not a product as shown"
4obtb7,3.0,2024-12-06,0,"I had also shown you the eyeliner but that did not come, only kajal and lipstick came"
4obtb7,3.0,2024-10-26,0,everything else is fine but only 2 kajals came and no eyeliner
4obtb7,5.0,2024-10-23,0,the lipstick is good but the eyeliner is a bit bad
4obtb7,5.0,2024-10-22,0,awesome :thumbs_up: quality is also good I am very happy thank you so much Meesho :check_mark_button:
4obtb7,3.0,2024-10-22,0,"it's okay but I didn't get the eyeliner, I got both the kajal"
4obtb7,5.0,2024-10-19,0,lipstick is long lasting but eyeliner is not long lasting
4obtb7,3.0,2024-10-18,0,"both pencils are eyeliner, not kajal pencil, but the product is good"
4obtb7,3.0,2024-10-08,0,the quality is not good. and it does not have eyeliner
4obtb7,5.0,2024-10-08,0,"very good, it is a small bus and half full but water proof, so happy with it"
4obtb7,3.0,2024-09-24,0,one was a liner and one was a kajal but both were same as kajal
4obtb7,5.0,2024-06-06,0,nice shade and thanks Meesho for giving me cash back card
4obtb7,5.0,2024-05-27,0,according to price very nice product so amazing
4obtb7,5.0,2023-10-29,2,"the colour of the lipstick is good, very good product :smiling_face_with_smiling_eyes:"
4obtb7,2.0,2024-10-15,0,"cheating, fraud, please don't do this, you show that you are doing something, you send something, you take full money but don't give the full goods, please don't do this with anyone"
4obtb7,5.0,2025-04-01,0,very nice :OK_hand:
4obtb7,5.0,2025-03-31,0,very nice...tq Meesho :folded_hands:
4obtb7,5.0,2025-03-29,0,nice product :beaming_face_with_smiling_eyes:
4obtb7,5.0,2025-03-29,0,it's very good
4obtb7,5.0,2025-03-26,0,good quality :thumbs_up_light_skin_tone:
4obtb7,5.0,2025-03-26,0,very good
4obtb7,5.0,2025-03-06,0,mat
4obtb7,5.0,2025-03-22,0,very nice
4obtb7,5.0,2025-03-25,0,good product and good service
4obtb7,5.0,2025-03-24,0,very nice quality thanks Meesho
4obtb7,5.0,2025-03-24,0,very nice product thanks for Meesho
4obtb7,5.0,2025-03-24,0,good and reasonable cost.
4obtb7,5.0,2025-03-24,0,good products and quality best
4obtb7,5.0,2025-03-24,0,5 star very nice product
4obtb7,5.0,2025-03-23,0,the colour shade is awesome
4obtb7,5.0,2025-03-23,0,good product and nice colour
4obtb7,5.0,2025-03-23,0,very very good it's amazing.
4obtb7,5.0,2025-03-23,0,it is very good you can take it all
4obtb7,5.0,2025-03-23,0,the product is very good
4obtb7,5.0,2025-03-22,0,nice product for this amount
4obtb7,5.0,2025-03-22,0,very good thank you messho
4obtb7,5.0,2025-03-22,0,very affordable prices and very good products
4obtb7,5.0,2025-03-22,0,super. h or a cad is what is its meaning
4obtb7,5.0,2025-03-21,0,all the best what is kajal is bad
4obtb7,5.0,2025-03-21,0,the product is very good
4obtb7,5.0,2025-03-21,0,nice product thank you so much Meesho :heart_suit:
4obtb7,5.0,2025-03-21,0,nice product bs kajal not that good....
4obtb7,5.0,2025-03-21,0,very nice smile and it's also very cute
4obtb7,5.0,2025-03-20,0,affordable price with very nice products
4obtb7,5.0,2025-03-20,0,"wow wala product, thnx messo :red_heart:"
4obtb7,5.0,2025-03-20,0,very beautiful product thnk you Meesho :kissing_face_with_closed_eyes:
